TIME,GEO,UNIT,CATEGORY,AGE,SEX,Value,Flag and Footnotes
2011,Spain,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,56.8,b
2011,France,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1954.4,b
2011,France,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1693.7,b
2011,France,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,569.8,b
2011,France,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,309.1,b
2011,France,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,91.9,b
2011,Croatia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,83,b
2011,Croatia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,74,b
2011,Croatia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.4,b
2011,Croatia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.4,bu
2011,Croatia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.7,bu
2011,Italy,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,748.5,b
2011,Italy,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,552.5,b
2011,Italy,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,279.4,b
2011,Italy,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,83.4,b
2011,Italy,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,33.6,b
2011,Cyprus,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,27.8,b
2011,Cyprus,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,25.9,b
2011,Cyprus,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.8,b
2011,Cyprus,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.8,b
2011,Cyprus,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.4,bu
2011,Latvia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,65.7,b
2011,Latvia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,53.3,b
2011,Latvia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,23.6,b
2011,Latvia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11.3,b
2011,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6.2,b
2011,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,87.9,b
2011,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,78.1,b
2011,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,30.4,b
2011,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,20.6,b
2011,Lithuania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6.2,bu
2011,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14.9,b
2011,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.7,b
2011,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.6,b
2011,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.4,b
2011,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,199,b
2011,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,173.4,b
2011,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,54.5,b
2011,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,28.8,b
2011,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,11.8,b
2011,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11.8,b
2011,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,8.7,b
2011,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.8,b
2011,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.6,b
2011,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.7,b
2011,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,608,b
2011,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,452.8,b
2011,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,254.4,b
2011,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,99.2,b
2011,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,44.7,b
2011,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,256.6,b
2011,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,130,b
2011,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,145.7,b
2011,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,19,b
2011,Austria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,15,b
2011,Poland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,791.2,b
2011,Poland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,684.6,b
2011,Poland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,234.2,b
2011,Poland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,127.6,b
2011,Poland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,44.1,b
2011,Portugal,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,173.6,b
2011,Portugal,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,145.9,b
2011,Portugal,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,64.3,b
2011,Portugal,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,36.7,b
2011,Portugal,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,18.5,b
2011,Romania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,244.2,b
2011,Romania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,213.8,b
2011,Romania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,65.6,b
2011,Romania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,35.2,b
2011,Romania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,12,b
2011,Slovenia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,46.9,b
2011,Slovenia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,36.3,b
2011,Slovenia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14.8,b
2011,Slovenia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.3,b
2011,Slovenia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.4,bu
2011,Slovakia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,116.6,b
2011,Slovakia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,92.2,b
2011,Slovakia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,36.7,b
2011,Slovakia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.3,b
2011,Slovakia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3.6,b
2011,Finland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,179.2,b
2011,Finland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,142.9,b
2011,Finland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,55.1,b
2011,Finland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,18.7,b
2011,Finland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,9.9,b
2011,Sweden,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,394.1,b
2011,Sweden,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,312,b
2011,Sweden,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,142.7,b
2011,Sweden,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,60.6,b
2011,Sweden,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,22.4,b
2011,United Kingdom,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2014.3,b
2011,United Kingdom,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1581,b
2011,United Kingdom,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,895,b
2011,United Kingdom,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,461.6,b
2011,United Kingdom,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,203.7,b
2011,Iceland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,9.2,b
2011,Iceland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,3.4,b
2011,Iceland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7,b
2011,Iceland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1.3,b
2011,Iceland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.7,b
2011,Norway,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,168.1,b
2011,Norway,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,130,b
2011,Norway,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.9,b
2011,Norway,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,29.7,b
2011,Norway,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7,b
2011,Switzerland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,353,b
2011,Switzerland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,189.9,b
2011,Switzerland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,208.8,b
2011,Switzerland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,45.8,b
2011,Switzerland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,37.9,b
2011,Montenegro,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11.6,b
2011,Montenegro,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,10.3,b
2011,Montenegro,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3,b
2011,Montenegro,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1.7,bu
2011,North Macedonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,38.4,b
2011,North Macedonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,35.6,b
2011,North Macedonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.8,b
2011,North Macedonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3,b
2011,North Macedonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.6,bu
2011,Serbia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,146.6,b
2011,Serbia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,146.6,b
2011,Turkey,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1060.1,
2011,Turkey,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,892.5,
2011,Turkey,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,337.2,
2011,Turkey,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,169.5,
2011,Turkey,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,53,
2012,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14417,
2012,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,11692.2,
2012,European Union - 28 countries,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4821.9,
2012,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2097.1,
2012,European Union - 28 countries,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,804,
2012,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12208.7,
2012,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,9776.5,
2012,European Union - 15 countries (1995-2004),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4210.1,
2012,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1777.9,
2012,European Union - 15 countries (1995-2004),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,684,
2012,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,9625.4,
2012,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,7714.5,
2012,Euro area (19 countries),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3209.4,
2012,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1298.5,
2012,Euro area (19 countries),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,478.7,
2012,Belgium,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,388.5,
2012,Belgium,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,361.5,
2012,Belgium,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,94.4,
2012,Belgium,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.3,
2012,Belgium,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,20.6,
2012,Bulgaria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,171.9,
2012,Bulgaria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,158.2,
2012,Bulgaria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,28.4,
2012,Bulgaria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14.6,
2012,Bulgaria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6.3,u
2012,Czechia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,241.1,
2012,Czechia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,185.4,
2012,Czechia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,90,
2012,Czechia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,34.3,
2012,Czechia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,16.7,
2012,Denmark,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,191.5,
2012,Denmark,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,140.4,
2012,Denmark,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,74.8,
2012,Denmark,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,23.8,
2012,Denmark,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,11.7,
2012,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3204.3,b
2012,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2259.5,b
2012,Germany (until 1990 former territory of the FRG),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1292.6,b
2012,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,347.8,b
2012,Germany (until 1990 former territory of the FRG),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,148.7,b
2012,Estonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,56.5,
2012,Estonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,48.5,
2012,Estonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,20.1,
2012,Estonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.2,
2012,Estonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3.9,
2012,Ireland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,146.1,
2012,Ireland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,132,
2012,Ireland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,44.2,
2012,Ireland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,30.2,
2012,Ireland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,11.5,
2012,Greece,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,171.3,
2012,Greece,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,163.3,
2012,Greece,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,27.3,
2012,Greece,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,19.3,
2012,Greece,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6.8,
2012,Spain,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1062.8,
2012,Spain,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1012.4,
2012,Spain,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,190.3,
2012,Spain,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,139.9,
2012,Spain,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,46.3,
2012,France,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2094.9,
2012,France,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1835.7,
2012,France,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,604.6,
2012,France,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,345.4,
2012,France,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,96.2,
2012,Croatia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,79,
2012,Croatia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,70.6,
2012,Croatia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16.1,
2012,Croatia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.7,u
2012,Croatia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.4,u
2012,Italy,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,815,
2012,Italy,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,625.7,
2012,Italy,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,281,
2012,Italy,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,91.6,
2012,Italy,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,37.1,
2012,Cyprus,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,28.3,
2012,Cyprus,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,26.5,
2012,Cyprus,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.2,
2012,Cyprus,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.3,
2012,Cyprus,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1,u
2012,Latvia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,66.9,
2012,Latvia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,53.2,
2012,Latvia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,27.6,
2012,Latvia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14,
2012,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5.8,
2012,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,90.9,
2012,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,80.4,
2012,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,33.2,
2012,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,22.6,
2012,Lithuania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5.8,u
2012,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16.1,
2012,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.9,
2012,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.2,
2012,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2,
2012,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,213.7,
2012,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,189.2,
2012,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,53.2,
2012,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,28.7,
2012,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,11.5,
2012,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.9,
2012,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,9.6,
2012,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7,
2012,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.7,
2012,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.5,
2012,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,646.5,
2012,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,488.7,
2012,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,264.9,
2012,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,107.2,
2012,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,44,
2012,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,264.6,
2012,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,141.2,
2012,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,146.5,
2012,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,23.1,
